customer_id,market,acquisition_channel,acquisition_date
C02129,LV,CRM,2025-10-05
C02130,LV,Paid Search,2025-01-23
C02131,EE,Organic Search,2025-01-12
C02132,LT,Organic Search,2025-06-19
C02133,LV,Paid Search,2025-03-20
C02134,LV,Organic Search,2025-03-13
C02135,LV,Paid Search,2025-01-28
C02136,LV,Paid Social,2025-06-15
C02137,LV,Paid Social,2025-03-02
C02138,LT,Organic Search,2025-04-12
C02139,LV,Affiliate,2025-03-19
C02140,LV,CRM,2025-07-14
C02141,LT,Paid Social,2025-05-10
C02142,LV,Affiliate,2025-02-25
C02143,LV,CRM,2025-02-09
C02144,LT,Organic Search,2025-09-11
C02145,EE,Paid Search,2025-03-08
C02146,EE,Affiliate,2025-05-02
C02147,LV,Paid Search,2025-09-09
C02148,LT,Paid Search,2025-03-20
C02149,EE,CRM,2025-09-26
C02150,LV,Paid Social,2025-06-11
C02151,EE,CRM,2025-03-10
C02152,EE,Paid Social,2025-02-21
C02153,LV,Organic Search,2025-03-09
C02154,LT,CRM,2025-10-18
C02155,LV,Paid Social,2025-07-12
C02156,LV,Paid Search,2025-08-27
C02157,LV,Paid Social,2025-04-12
C02158,LT,Paid Search,2025-09-15
C02159,LV,Paid Search,2025-06-22
C02160,LV,Organic Search,2025-09-25
C02161,LT,Paid Social,2025-10-26
C02162,LT,Paid Social,2025-06-26
C02163,LT,Paid Social,2025-06-02
C02164,EE,Paid Search,2025-07-15
C02165,EE,Paid Search,2025-02-26
C02166,LV,Paid Search,2025-04-13
C02167,EE,CRM,2025-03-13
C02168,LV,CRM,2025-09-04
C02169,EE,Paid Search,2025-01-16
C02170,LT,Paid Search,2025-01-15
C02171,LV,Paid Search,2025-08-23
C02172,EE,Paid Search,2025-07-09
C02173,LV,CRM,2025-10-07
C02174,LT,CRM,2025-02-20
C02175,EE,Paid Search,2025-02-05
C02176,LT,Affiliate,2025-03-01
C02177,LV,Paid Social,2025-09-28
C02178,LV,Organic Search,2025-01-14
C02179,LT,CRM,2025-05-14
C02180,LT,Affiliate,2025-10-02
C02181,LT,Paid Social,2025-06-20
C02182,EE,Organic Search,2025-01-27
C02183,LV,Organic Search,2025-03-11
C02184,LT,CRM,2025-01-03
C02185,LV,Paid Social,2025-02-13
C02186,LT,Paid Social,2025-03-14
C02187,LV,CRM,2025-09-25
C02188,LT,Paid Search,2025-10-05
C02189,EE,Paid Social,2025-01-19
C02190,LV,Organic Search,2025-01-07
C02191,LV,CRM,2025-03-23
C02192,LT,Paid Search,2025-06-08
C02193,LT,Paid Social,2025-05-31
C02194,LT,Affiliate,2025-05-31
C02195,EE,Paid Social,2025-04-14
C02196,EE,Paid Search,2025-05-22
C02197,LT,Paid Search,2025-04-13
C02198,LT,Paid Search,2025-06-13
C02199,EE,Paid Social,2025-02-13
C02200,LV,Paid Social,2025-05-14
C02201,LV,Paid Social,2025-08-09
C02202,LV,Paid Search,2025-07-23
C02203,EE,Paid Search,2025-05-03
C02204,LT,Organic Search,2025-05-17
C02205,LT,Affiliate,2025-05-13
C02206,LV,Paid Social,2025-09-03
C02207,EE,Organic Search,2025-08-06
C02208,LV,Paid Social,2025-04-03
C02209,LV,Paid Search,2025-08-22
C02210,LV,Paid Social,2025-05-09
C02211,LT,CRM,2025-06-20
C02212,EE,Paid Search,2025-02-19
C02213,LV,Affiliate,2025-07-26
C02214,LV,Organic Search,2025-03-06
C02215,LT,CRM,2025-09-19
C02216,LV,Paid Social,2025-04-10
C02217,LT,CRM,2025-06-24
C02218,LV,Paid Search,2025-09-16
C02219,EE,Paid Social,2025-08-07
C02220,EE,Paid Social,2025-05-19
C02221,LT,CRM,2025-08-31
C02222,EE,Affiliate,2025-08-04
C02223,LV,Paid Social,2025-01-15
C02224,EE,Paid Social,2025-09-11
C02225,LT,Paid Search,2025-06-20
C02226,LV,Paid Search,2025-09-21
C02227,LT,Paid Search,2025-02-01
C02228,LV,Paid Search,2025-02-06
C02229,LT,CRM,2025-03-11
C02230,LV,Affiliate,2025-01-30
C02231,LT,Paid Search,2025-05-09
C02232,LV,Organic Search,2025-07-15
C02233,EE,Paid Search,2025-09-16
C02234,LV,Organic Search,2025-01-04
C02235,EE,Affiliate,2025-08-24
C02236,LV,CRM,2025-05-05
C02237,LV,Paid Search,2025-05-25
C02238,LT,Organic Search,2025-03-10
C02239,LV,Affiliate,2025-05-25
C02240,EE,Affiliate,2025-05-25
C02241,LV,Affiliate,2025-02-08
C02242,LV,Organic Search,2025-09-27
C02243,LV,Paid Social,2025-05-27
C02244,LT,Paid Search,2025-09-12
C02245,EE,Paid Social,2025-04-15
C02246,LT,Organic Search,2025-04-23
C02247,LT,Organic Search,2025-09-22
C02248,LV,Paid Search,2025-06-29
C02249,LT,Affiliate,2025-03-25
C02250,LV,Paid Social,2025-03-11
C02251,EE,Paid Social,2025-07-11
C02252,LV,Paid Search,2025-06-27
C02253,LV,Affiliate,2025-01-14
C02254,LV,Organic Search,2025-07-01
C02255,LT,Paid Search,2025-08-22
C02256,LV,CRM,2025-01-17
C02257,LV,CRM,2025-01-17
C02258,LV,CRM,2025-03-28
C02259,LT,Paid Search,2025-07-17
C02260,EE,Paid Search,2025-01-06
C02261,LT,Affiliate,2025-07-23
C02262,LT,Paid Search,2025-03-01
C02263,LV,Paid Social,2025-03-13
C02264,EE,Affiliate,2025-09-24
C02265,LV,Paid Search,2025-03-14
C02266,EE,CRM,2025-09-19
C02267,LT,Paid Search,2025-09-17
C02268,LV,Affiliate,2025-02-22
C02269,EE,Paid Search,2025-10-25
C02270,EE,Paid Social,2025-02-17
C02271,EE,CRM,2025-04-22
C02272,LV,Organic Search,2025-10-25
C02273,LT,CRM,2025-05-01
C02274,LV,Paid Social,2025-08-29
C02275,LV,Paid Search,2025-07-07
C02276,LV,Paid Social,2025-04-14
C02277,LV,Paid Search,2025-10-13
C02278,LV,Paid Social,2025-05-08
C02279,LV,Paid Search,2025-09-13
C02280,LV,Organic Search,2025-03-28
C02281,LV,CRM,2025-08-20
C02282,EE,Paid Search,2025-07-03
C02283,LV,Organic Search,2025-05-19
C02284,EE,Affiliate,2025-06-25
C02285,LT,Paid Search,2025-10-21
C02286,LT,Paid Social,2025-07-19
C02287,LT,Paid Social,2025-01-11
C02288,LV,Organic Search,2025-01-01
C02289,LV,Organic Search,2025-06-12
C02290,LV,Organic Search,2025-06-27
C02291,LV,CRM,2025-01-22
C02292,LV,Affiliate,2025-08-20
C02293,LT,Organic Search,2025-07-06
C02294,LT,Organic Search,2025-07-20
C02295,LT,Paid Social,2025-06-07
C02296,LV,Paid Search,2025-03-10
C02297,LV,Affiliate,2025-04-01
C02298,LV,Paid Social,2025-08-18
C02299,LV,Paid Search,2025-04-03
C02300,LV,CRM,2025-04-20
C02301,EE,Paid Search,2025-10-18
C02302,LV,Paid Social,2025-05-30
C02303,LV,Paid Social,2025-01-03
C02304,EE,Organic Search,2025-06-03
C02305,LV,Paid Search,2025-04-25
C02306,LV,Paid Social,2025-02-19
C02307,LT,Organic Search,2025-02-04
C02308,EE,Organic Search,2025-01-23
C02309,LV,CRM,2025-10-17
C02310,LV,Organic Search,2025-05-29
C02311,LV,Organic Search,2025-08-27
C02312,LV,CRM,2025-08-27
C02313,LV,Organic Search,2025-02-26
C02314,LT,Affiliate,2025-10-15
C02315,EE,Paid Search,2025-09-22
C02316,LV,Paid Search,2025-05-01
C02317,LT,Organic Search,2025-01-21
C02318,LV,CRM,2025-04-06
C02319,LV,Paid Search,2025-01-31
C02320,LV,Paid Social,2025-02-24
C02321,EE,Paid Social,2025-10-24
C02322,LV,Paid Social,2025-03-17
C02323,LT,Organic Search,2025-05-15
C02324,EE,Organic Search,2025-01-13
C02325,LV,Paid Search,2025-04-20
C02326,EE,Affiliate,2025-01-01
C02327,LV,Paid Search,2025-10-13
C02328,EE,CRM,2025-07-09
C02329,LT,Paid Social,2025-01-07
C02330,EE,Organic Search,2025-02-11
C02331,LV,Organic Search,2025-10-04
C02332,LV,CRM,2025-04-24
C02333,LV,CRM,2025-09-01
C02334,LT,Paid Search,2025-07-14
C02335,LV,Affiliate,2025-07-21
C02336,LV,Paid Social,2025-07-01
C02337,EE,Organic Search,2025-04-05
C02338,LT,Affiliate,2025-10-25
C02339,EE,Organic Search,2025-02-01
C02340,LT,CRM,2025-05-26
C02341,LT,Organic Search,2025-07-08
C02342,LV,CRM,2025-09-26
C02343,LV,Paid Social,2025-01-01
C02344,LT,Paid Social,2025-01-02
C02345,LT,Paid Search,2025-01-22
C02346,LT,CRM,2025-02-27
C02347,LV,Paid Search,2025-03-18
C02348,EE,Organic Search,2025-03-22
C02349,EE,CRM,2025-04-10
C02350,LV,Paid Social,2025-03-27
C02351,LT,Affiliate,2025-08-02
C02352,EE,Organic Search,2025-05-12
C02353,LV,Paid Social,2025-10-25
C02354,LV,Paid Social,2025-10-01
C02355,LT,Paid Search,2025-02-21
C02356,LV,Affiliate,2025-03-18
C02357,EE,Organic Search,2025-09-04
C02358,LV,Paid Search,2025-01-19
C02359,LT,CRM,2025-09-27
C02360,EE,Paid Social,2025-09-01
C02361,EE,Paid Search,2025-06-06
C02362,LT,Affiliate,2025-03-19
C02363,LT,CRM,2025-01-17
C02364,EE,Organic Search,2025-04-04
C02365,LV,Paid Social,2025-10-24
C02366,EE,Affiliate,2025-05-23
C02367,EE,Paid Social,2025-03-20
C02368,LV,Paid Social,2025-08-14
C02369,LV,CRM,2025-02-12
C02370,LT,Organic Search,2025-01-06
C02371,LV,Organic Search,2025-09-19
C02372,LT,Paid Social,2025-05-29
C02373,EE,Paid Search,2025-05-05
C02374,LT,Paid Social,2025-03-17
C02375,LT,Paid Search,2025-04-03
C02376,LT,Organic Search,2025-10-25
C02377,EE,Paid Social,2025-08-14
C02378,LV,Paid Search,2025-07-26
C02379,LV,CRM,2025-06-22
C02380,EE,Affiliate,2025-04-10
C02381,LV,Organic Search,2025-06-01
C02382,LV,Paid Search,2025-06-18
C02383,LV,CRM,2025-01-14
C02384,EE,CRM,2025-01-26
C02385,EE,Affiliate,2025-04-19
C02386,LT,Organic Search,2025-08-28
C02387,LV,Affiliate,2025-05-31
C02388,LT,Organic Search,2025-04-15
C02389,LT,Organic Search,2025-01-28
C02390,LV,Organic Search,2025-07-26
C02391,LV,CRM,2025-10-23
C02392,LT,CRM,2025-03-25
C02393,LT,CRM,2025-08-03
C02394,LV,Paid Search,2025-10-20
C02395,LV,CRM,2025-10-04
C02396,LT,Paid Search,2025-07-13
C02397,EE,Paid Search,2025-10-24
C02398,LV,Paid Search,2025-08-04
C02399,LT,Paid Search,2025-08-06
C02400,LT,Paid Search,2025-01-26
