prospect_id,market,acquisition_channel,category_interest,device_type,engagement_score,assignment_date,converted
P04566,LV,Paid Search,Home,mobile,0.6362,2025-02-28,1
P04567,LT,Paid Search,Sports,mobile,0.4104,2025-09-17,1
P04568,EE,Affiliate,Pet Care,desktop,0.2503,2025-03-18,1
P04569,LV,Paid Social,Electronics,desktop,0.5404,2025-05-20,1
P04570,LV,Organic Search,Sports,mobile,0.2348,2025-01-19,0
P04571,LT,Paid Social,Sports,desktop,0.1993,2025-04-10,0
P04572,LT,Affiliate,Home,desktop,0.612,2025-09-25,1
P04573,LT,CRM,Home,mobile,0.5276,2025-04-29,0
P04574,LV,CRM,Sports,mobile,0.7731,2025-01-07,1
P04575,LT,Paid Search,Home,desktop,0.5748,2025-05-12,0
P04576,LT,Paid Search,Electronics,desktop,0.4112,2025-08-30,1
P04577,LT,Organic Search,Home,mobile,0.4277,2025-06-21,0
P04578,LV,CRM,Pet Care,mobile,0.224,2025-05-20,0
P04579,LV,Paid Social,Home,desktop,0.4223,2025-08-29,0
P04580,LT,Paid Social,Electronics,mobile,0.5889,2025-08-17,0
P04581,LV,Affiliate,Beauty,desktop,0.0767,2025-01-19,0
P04582,LV,Paid Social,Electronics,desktop,0.3202,2025-05-08,0
P04583,LV,Paid Search,Home,mobile,0.1005,2025-07-05,0
P04584,LV,Organic Search,Electronics,desktop,0.2007,2025-10-14,0
P04585,LV,Paid Social,Home,mobile,0.5944,2025-06-03,0
P04586,LV,Organic Search,Electronics,mobile,0.3119,2025-03-31,0
P04587,LV,Affiliate,Home,desktop,0.6709,2025-01-09,1
P04588,EE,Paid Social,Pet Care,mobile,0.509,2025-07-15,1
P04589,EE,Paid Search,Electronics,mobile,0.1505,2025-06-24,0
P04590,EE,Organic Search,Pet Care,mobile,0.4458,2025-04-21,0
P04591,LV,CRM,Sports,mobile,0.1103,2025-02-07,0
P04592,LV,Organic Search,Home,mobile,0.6983,2025-10-26,1
P04593,LV,Organic Search,Electronics,mobile,0.5533,2025-02-01,1
P04594,EE,Paid Social,Sports,desktop,0.6186,2025-02-18,0
P04595,LT,Paid Search,Electronics,mobile,0.6381,2025-09-30,0
P04596,LT,Paid Social,Home,desktop,0.7958,2025-04-15,0
P04597,LT,Organic Search,Electronics,mobile,0.6653,2025-05-26,0
P04598,LV,Affiliate,Home,mobile,0.2592,2025-04-17,1
P04599,LV,Affiliate,Electronics,mobile,0.6199,2025-02-14,0
P04600,EE,Paid Search,Sports,mobile,0.2274,2025-10-12,0
P04601,EE,Organic Search,Sports,desktop,0.5546,2025-06-10,1
P04602,EE,Paid Social,Electronics,mobile,0.3946,2025-03-11,1
P04603,LV,Affiliate,Pet Care,mobile,0.5632,2025-09-24,0
P04604,LV,Paid Social,Electronics,desktop,0.3539,2025-04-10,1
P04605,LV,Paid Social,Beauty,mobile,0.1178,2025-05-11,0
P04606,LV,Paid Social,Sports,mobile,0.1671,2025-01-25,0
P04607,EE,Paid Social,Pet Care,desktop,0.0778,2025-04-27,0
P04608,EE,Organic Search,Beauty,mobile,0.3753,2025-07-04,0
P04609,LT,Paid Social,Sports,mobile,0.3044,2025-08-22,0
P04610,LT,Paid Social,Home,mobile,0.0984,2025-06-19,1
P04611,LT,Paid Social,Home,desktop,0.1609,2025-02-01,0
P04612,LV,Organic Search,Home,mobile,0.2836,2025-10-01,0
P04613,LV,Paid Search,Pet Care,mobile,0.7653,2025-10-07,1
P04614,LV,Organic Search,Electronics,mobile,0.8623,2025-08-31,0
P04615,LT,Paid Search,Electronics,mobile,0.1013,2025-08-01,0
P04616,LT,Organic Search,Sports,desktop,0.1252,2025-05-21,1
P04617,LV,Paid Search,Home,desktop,0.4435,2025-10-26,1
P04618,EE,CRM,Home,mobile,0.4372,2025-04-20,1
P04619,EE,Paid Search,Beauty,desktop,0.4082,2025-04-27,1
P04620,LV,Paid Search,Electronics,mobile,0.5244,2025-01-16,1
P04621,LV,Paid Social,Electronics,mobile,0.6232,2025-07-07,0
P04622,EE,Paid Search,Electronics,mobile,0.6512,2025-07-25,0
P04623,LT,Paid Search,Pet Care,mobile,0.183,2025-07-18,0
P04624,LV,Organic Search,Home,mobile,0.601,2025-05-21,1
P04625,EE,Paid Search,Electronics,mobile,0.2353,2025-08-22,1
P04626,LV,Paid Search,Electronics,mobile,0.0984,2025-02-03,0
P04627,EE,Paid Search,Beauty,desktop,0.1329,2025-02-11,0
P04628,LT,Organic Search,Electronics,mobile,0.4748,2025-09-08,1
P04629,LT,Organic Search,Pet Care,desktop,0.2963,2025-09-23,0
P04630,LV,Affiliate,Sports,desktop,0.5182,2025-09-13,0
P04631,LV,CRM,Electronics,desktop,0.2164,2025-05-07,1
P04632,LV,Paid Social,Sports,desktop,0.3964,2025-08-07,0
P04633,EE,Organic Search,Sports,desktop,0.6713,2025-08-14,0
P04634,LT,CRM,Pet Care,desktop,0.7837,2025-09-10,0
P04635,EE,Organic Search,Beauty,desktop,0.6264,2025-05-07,0
P04636,EE,CRM,Home,mobile,0.2723,2025-01-07,1
P04637,LT,Organic Search,Home,mobile,0.4286,2025-02-17,0
P04638,EE,Paid Search,Home,mobile,0.6291,2025-01-28,0
P04639,LV,Paid Search,Electronics,mobile,0.4236,2025-05-13,0
P04640,LT,Paid Social,Sports,mobile,0.2762,2025-07-27,0
P04641,LV,Organic Search,Electronics,mobile,0.3264,2025-03-07,1
P04642,LV,Paid Search,Home,desktop,0.3235,2025-01-26,0
P04643,LT,Paid Social,Sports,mobile,0.2226,2025-06-06,0
P04644,LV,Organic Search,Sports,desktop,0.5873,2025-01-19,1
P04645,LV,Organic Search,Sports,mobile,0.6729,2025-01-07,0
P04646,LV,Affiliate,Electronics,desktop,0.1535,2025-04-02,0
P04647,LT,CRM,Beauty,mobile,0.8154,2025-02-12,0
P04648,LV,Affiliate,Beauty,mobile,0.6406,2025-07-29,0
P04649,LV,CRM,Pet Care,desktop,0.6665,2025-10-23,0
P04650,LT,CRM,Sports,mobile,0.6238,2025-01-18,0
P04651,LV,Paid Search,Home,mobile,0.4638,2025-01-24,0
P04652,EE,Paid Social,Sports,mobile,0.3525,2025-09-25,0
P04653,LV,Organic Search,Home,mobile,0.3664,2025-08-08,0
P04654,LT,CRM,Beauty,desktop,0.2587,2025-03-10,0
P04655,EE,Paid Search,Home,desktop,0.1433,2025-04-01,0
P04656,LV,Organic Search,Beauty,desktop,0.5387,2025-08-15,1
P04657,LV,Organic Search,Pet Care,mobile,0.2705,2025-08-25,1
P04658,LV,Paid Social,Pet Care,desktop,0.4958,2025-09-18,1
P04659,LV,Paid Social,Home,mobile,0.1874,2025-04-03,0
P04660,LV,Affiliate,Pet Care,mobile,0.3511,2025-03-08,0
P04661,LV,CRM,Sports,mobile,0.5307,2025-09-01,0
P04662,LT,Paid Search,Home,mobile,0.0998,2025-09-07,0
P04663,EE,Affiliate,Home,desktop,0.6168,2025-06-01,1
P04664,LV,Paid Social,Sports,mobile,0.0614,2025-04-30,1
P04665,LV,Paid Social,Beauty,desktop,0.3067,2025-05-22,0
P04666,LV,Organic Search,Sports,mobile,0.4742,2025-02-15,1
P04667,LV,Paid Social,Home,desktop,0.4847,2025-05-16,0
P04668,LT,Paid Search,Sports,mobile,0.1981,2025-04-09,0
P04669,LT,Paid Search,Pet Care,desktop,0.2414,2025-04-21,0
P04670,LT,Paid Search,Home,desktop,0.2645,2025-01-07,0
P04671,EE,CRM,Home,mobile,0.3976,2025-09-19,0
P04672,LV,Paid Search,Pet Care,mobile,0.304,2025-09-28,1
P04673,LV,Affiliate,Electronics,desktop,0.4029,2025-05-07,0
P04674,LV,Affiliate,Beauty,desktop,0.6367,2025-09-26,1
P04675,EE,Paid Search,Beauty,desktop,0.456,2025-06-14,1
P04676,LT,CRM,Beauty,mobile,0.4871,2025-05-09,0
P04677,LT,CRM,Beauty,desktop,0.4477,2025-05-31,1
P04678,LV,Affiliate,Beauty,desktop,0.5243,2025-01-13,0
P04679,EE,CRM,Electronics,mobile,0.3447,2025-01-21,1
P04680,EE,Organic Search,Sports,mobile,0.3496,2025-04-26,1
P04681,LV,Organic Search,Home,mobile,0.2876,2025-02-28,1
P04682,LV,CRM,Home,mobile,0.4343,2025-08-19,0
P04683,LV,Organic Search,Pet Care,mobile,0.3199,2025-08-10,1
P04684,LT,CRM,Sports,mobile,0.1942,2025-06-10,1
P04685,LV,Paid Social,Home,mobile,0.3587,2025-07-27,1
P04686,LV,Paid Social,Sports,desktop,0.8629,2025-08-12,0
P04687,LT,Affiliate,Sports,mobile,0.3858,2025-08-23,0
P04688,LV,CRM,Sports,desktop,0.6778,2025-04-28,1
P04689,EE,CRM,Electronics,mobile,0.8566,2025-04-23,0
P04690,LV,Organic Search,Pet Care,mobile,0.6543,2025-10-09,0
P04691,LV,Affiliate,Electronics,mobile,0.1218,2025-07-10,1
P04692,LV,Paid Social,Electronics,mobile,0.4648,2025-02-08,0
P04693,LV,Paid Social,Beauty,desktop,0.1177,2025-04-10,0
P04694,LT,Paid Social,Beauty,mobile,0.1214,2025-03-09,0
P04695,LV,CRM,Pet Care,desktop,0.529,2025-09-15,0
P04696,LT,Paid Social,Home,desktop,0.3221,2025-04-23,0
P04697,EE,Paid Search,Beauty,mobile,0.2902,2025-07-20,0
P04698,LT,Paid Search,Pet Care,mobile,0.4416,2025-03-01,0
P04699,LV,Organic Search,Electronics,desktop,0.4429,2025-05-18,1
P04700,LV,Paid Search,Electronics,desktop,0.1582,2025-04-24,1
P04701,LV,Affiliate,Beauty,mobile,0.4708,2025-05-06,0
P04702,LT,Paid Search,Beauty,mobile,0.4213,2025-08-20,0
P04703,LT,Paid Search,Pet Care,mobile,0.4038,2025-03-12,1
P04704,LV,Paid Social,Sports,desktop,0.8709,2025-08-12,1
P04705,LV,CRM,Pet Care,desktop,0.3641,2025-02-19,1
P04706,LV,Paid Social,Home,mobile,0.4025,2025-04-10,1
P04707,EE,Paid Search,Home,desktop,0.0868,2025-03-28,0
P04708,LT,CRM,Pet Care,desktop,0.2096,2025-06-10,0
P04709,LT,Paid Social,Home,mobile,0.5826,2025-07-30,0
P04710,EE,CRM,Sports,mobile,0.359,2025-07-15,1
P04711,LT,Paid Social,Pet Care,mobile,0.3649,2025-10-28,0
P04712,LV,Affiliate,Sports,mobile,0.5196,2025-06-27,0
P04713,LV,Paid Search,Home,desktop,0.8334,2025-06-12,0
P04714,LT,Organic Search,Home,desktop,0.2726,2025-09-15,0
P04715,LV,Paid Social,Electronics,desktop,0.3788,2025-01-29,1
P04716,EE,CRM,Pet Care,mobile,0.4202,2025-07-14,0
P04717,LV,Paid Search,Electronics,mobile,0.5979,2025-02-11,0
P04718,LT,Organic Search,Electronics,desktop,0.6732,2025-04-14,0
P04719,EE,Paid Social,Electronics,desktop,0.2242,2025-07-24,0
P04720,LT,Paid Search,Beauty,mobile,0.2337,2025-08-10,0
P04721,LV,Paid Search,Electronics,mobile,0.1457,2025-09-09,0
P04722,LV,Organic Search,Home,mobile,0.2416,2025-08-29,1
P04723,LT,Organic Search,Electronics,mobile,0.4599,2025-08-10,1
P04724,LT,Affiliate,Home,mobile,0.339,2025-05-30,0
P04725,EE,CRM,Home,desktop,0.4562,2025-02-12,0
P04726,LT,CRM,Electronics,mobile,0.4846,2025-07-05,0
P04727,EE,Organic Search,Electronics,mobile,0.8348,2025-02-28,0
P04728,LV,Paid Search,Beauty,mobile,0.4604,2025-08-10,1
P04729,LV,Organic Search,Beauty,mobile,0.3655,2025-01-02,1
P04730,LV,Organic Search,Sports,mobile,0.369,2025-01-09,0
P04731,LT,CRM,Beauty,desktop,0.5612,2025-04-15,0
P04732,LV,Paid Search,Beauty,desktop,0.5509,2025-08-27,0
P04733,LV,Paid Social,Pet Care,desktop,0.5859,2025-09-19,0
P04734,LV,CRM,Home,mobile,0.1568,2025-08-02,1
P04735,LT,Paid Search,Sports,mobile,0.6527,2025-09-15,1
P04736,LV,Organic Search,Electronics,mobile,0.6055,2025-08-09,1
P04737,LT,Paid Social,Sports,desktop,0.1952,2025-03-24,0
P04738,LV,Affiliate,Beauty,mobile,0.1585,2025-04-13,1
P04739,LT,Paid Search,Home,mobile,0.1373,2025-03-19,0
P04740,LV,Paid Search,Electronics,mobile,0.6189,2025-10-06,0
P04741,EE,Paid Search,Pet Care,desktop,0.6785,2025-02-13,0
P04742,EE,CRM,Beauty,desktop,0.6814,2025-07-10,1
P04743,LT,Paid Search,Beauty,desktop,0.1733,2025-02-13,0
P04744,LV,Paid Social,Electronics,mobile,0.2132,2025-03-30,0
P04745,LV,Organic Search,Sports,mobile,0.1475,2025-03-26,0
P04746,LT,Paid Social,Electronics,desktop,0.6932,2025-01-08,0
P04747,LT,Paid Search,Sports,mobile,0.7149,2025-05-11,1
P04748,LV,Affiliate,Pet Care,desktop,0.4139,2025-09-15,0
P04749,EE,Paid Search,Beauty,desktop,0.1157,2025-07-12,0
P04750,LT,Paid Social,Beauty,mobile,0.2029,2025-07-04,0
P04751,LV,Paid Social,Electronics,mobile,0.7148,2025-04-17,0
P04752,LV,Organic Search,Electronics,mobile,0.0996,2025-05-04,0
P04753,LV,CRM,Sports,mobile,0.3256,2025-10-03,1
P04754,LV,Organic Search,Pet Care,mobile,0.5709,2025-09-05,0
P04755,LV,Paid Search,Home,mobile,0.7804,2025-10-22,1
P04756,LT,Paid Search,Beauty,mobile,0.2444,2025-04-22,0
P04757,LT,Paid Social,Pet Care,desktop,0.3375,2025-02-28,0
P04758,LV,Affiliate,Pet Care,mobile,0.3125,2025-09-21,0
P04759,EE,Paid Social,Beauty,mobile,0.6312,2025-08-18,0
P04760,LT,CRM,Electronics,desktop,0.309,2025-04-24,0
P04761,LV,Organic Search,Pet Care,mobile,0.6521,2025-08-01,1
P04762,EE,Organic Search,Home,mobile,0.7112,2025-02-12,1
P04763,LV,Paid Social,Electronics,mobile,0.1323,2025-10-28,0
P04764,LT,Paid Search,Sports,mobile,0.4734,2025-09-21,0
P04765,EE,Paid Social,Beauty,mobile,0.2501,2025-10-27,0
P04766,LV,Affiliate,Electronics,mobile,0.7472,2025-03-27,1
P04767,LV,Paid Search,Pet Care,mobile,0.5359,2025-07-21,0
P04768,EE,Paid Search,Home,mobile,0.4841,2025-08-17,0
P04769,LV,Paid Social,Electronics,desktop,0.2111,2025-05-11,1
P04770,LT,Paid Search,Sports,desktop,0.4936,2025-02-18,0
P04771,EE,CRM,Home,desktop,0.3036,2025-02-22,1
P04772,EE,Organic Search,Electronics,desktop,0.1821,2025-10-14,0
P04773,EE,Organic Search,Home,mobile,0.3396,2025-06-04,0
P04774,EE,Paid Search,Home,mobile,0.2204,2025-06-12,1
P04775,LT,Paid Social,Sports,mobile,0.3491,2025-03-08,0
P04776,LT,Paid Social,Sports,mobile,0.2519,2025-06-16,0
P04777,EE,Paid Social,Home,desktop,0.1722,2025-02-28,1
P04778,LT,Affiliate,Home,desktop,0.3814,2025-02-04,0
P04779,LV,Paid Social,Sports,desktop,0.1959,2025-04-07,1
P04780,LT,Organic Search,Pet Care,mobile,0.3457,2025-05-27,1
P04781,LV,Paid Social,Beauty,desktop,0.2573,2025-07-09,0
P04782,EE,Organic Search,Sports,mobile,0.7482,2025-06-18,0
P04783,LV,Paid Social,Pet Care,mobile,0.4019,2025-06-01,1
P04784,LV,Paid Search,Beauty,desktop,0.5628,2025-07-22,0
P04785,LV,CRM,Sports,mobile,0.1806,2025-01-31,0
P04786,LT,CRM,Pet Care,mobile,0.2271,2025-02-13,0
P04787,EE,Paid Social,Sports,mobile,0.2692,2025-02-02,0
P04788,LV,CRM,Pet Care,desktop,0.2615,2025-04-16,0
P04789,LT,Paid Search,Electronics,mobile,0.6505,2025-04-08,1
P04790,LV,Organic Search,Beauty,mobile,0.128,2025-08-15,0
P04791,EE,Paid Search,Home,mobile,0.215,2025-08-19,1
P04792,LV,Paid Search,Sports,desktop,0.4198,2025-08-20,0
P04793,LV,Paid Search,Home,mobile,0.4823,2025-03-15,1
P04794,LV,Paid Search,Beauty,mobile,0.3959,2025-01-25,0
P04795,EE,Organic Search,Pet Care,desktop,0.596,2025-02-01,1
P04796,LT,Organic Search,Beauty,desktop,0.5378,2025-06-11,0
P04797,LT,Paid Social,Sports,mobile,0.2861,2025-02-02,0
P04798,LT,Paid Social,Electronics,mobile,0.8069,2025-07-09,0
P04799,LV,Paid Social,Beauty,mobile,0.3854,2025-10-24,0
P04800,EE,Organic Search,Home,desktop,0.5156,2025-05-13,0
P04801,LV,Paid Social,Sports,mobile,0.2001,2025-02-25,0
P04802,LV,Paid Social,Sports,desktop,0.2651,2025-08-28,0
P04803,LT,Paid Social,Home,desktop,0.3891,2025-06-01,0
P04804,EE,Paid Search,Pet Care,desktop,0.5825,2025-09-10,1
P04805,EE,Organic Search,Sports,desktop,0.5163,2025-06-07,1
P04806,LV,Paid Search,Home,desktop,0.0945,2025-02-25,0
P04807,LV,Organic Search,Electronics,mobile,0.5531,2025-05-30,0
P04808,LV,Organic Search,Beauty,mobile,0.2918,2025-08-07,0
P04809,EE,Organic Search,Sports,desktop,0.5202,2025-03-17,1
P04810,EE,Affiliate,Sports,desktop,0.1739,2025-09-09,1
P04811,LV,Paid Search,Home,mobile,0.4081,2025-08-06,0
P04812,LT,Paid Search,Beauty,mobile,0.5674,2025-03-09,1
P04813,LV,Organic Search,Pet Care,mobile,0.5832,2025-05-08,0
P04814,EE,Paid Social,Sports,mobile,0.6336,2025-06-05,0
P04815,LV,Affiliate,Pet Care,desktop,0.2042,2025-08-02,0
P04816,LV,Organic Search,Sports,mobile,0.5023,2025-05-09,1
P04817,EE,Affiliate,Sports,mobile,0.6507,2025-09-17,0
P04818,LV,Organic Search,Electronics,mobile,0.6792,2025-01-05,1
P04819,LV,Affiliate,Electronics,mobile,0.1594,2025-07-22,0
P04820,LV,Paid Search,Sports,mobile,0.4685,2025-07-04,0
P04821,LV,CRM,Pet Care,mobile,0.2921,2025-06-25,0
P04822,LV,Paid Search,Sports,mobile,0.4087,2025-06-08,0
P04823,EE,Paid Search,Beauty,mobile,0.5776,2025-03-31,1
P04824,LV,Paid Social,Home,mobile,0.1015,2025-07-03,0
P04825,LT,Paid Social,Home,mobile,0.141,2025-01-14,0
P04826,LT,Affiliate,Electronics,desktop,0.0692,2025-10-21,0
P04827,LV,Paid Social,Electronics,desktop,0.831,2025-01-22,1
P04828,LV,Affiliate,Home,mobile,0.6172,2025-08-13,0
P04829,EE,Organic Search,Home,mobile,0.3678,2025-03-28,1
P04830,LV,Paid Search,Pet Care,desktop,0.386,2025-01-19,0
P04831,LV,Paid Search,Pet Care,mobile,0.9149,2025-07-10,0
P04832,LV,Paid Social,Electronics,mobile,0.1579,2025-03-22,0
P04833,LV,CRM,Beauty,desktop,0.5876,2025-04-17,0
P04834,LT,Paid Social,Home,desktop,0.3069,2025-09-18,0
P04835,LV,Paid Search,Home,mobile,0.2231,2025-06-24,0
P04836,LT,Organic Search,Sports,mobile,0.4539,2025-07-21,0
P04837,LV,Organic Search,Sports,mobile,0.4537,2025-10-22,0
P04838,EE,Affiliate,Electronics,desktop,0.469,2025-01-15,0
P04839,LT,Organic Search,Beauty,desktop,0.2905,2025-08-14,0
P04840,LV,Paid Search,Home,desktop,0.4263,2025-08-13,1
P04841,LV,Organic Search,Home,mobile,0.6074,2025-07-01,0
P04842,LT,Paid Social,Pet Care,mobile,0.581,2025-01-07,0
P04843,EE,Affiliate,Beauty,mobile,0.5391,2025-05-03,1
P04844,LV,Affiliate,Electronics,mobile,0.5581,2025-08-13,0
P04845,EE,Paid Search,Home,mobile,0.0906,2025-07-06,0
P04846,LV,Paid Search,Home,desktop,0.5821,2025-04-07,0
P04847,LT,Affiliate,Sports,desktop,0.2011,2025-02-18,0
P04848,LT,CRM,Sports,desktop,0.2325,2025-04-20,0
P04849,LV,Affiliate,Electronics,desktop,0.3247,2025-07-06,1
P04850,LV,Paid Social,Electronics,mobile,0.1972,2025-08-19,0
P04851,EE,Paid Social,Beauty,desktop,0.1941,2025-01-03,0
P04852,EE,Organic Search,Beauty,mobile,0.2705,2025-08-23,1
P04853,LV,Affiliate,Beauty,mobile,0.1684,2025-01-21,0
P04854,LT,Paid Social,Home,desktop,0.1092,2025-07-08,0
P04855,LT,CRM,Beauty,mobile,0.5652,2025-02-21,1
P04856,LV,Organic Search,Home,mobile,0.7024,2025-06-25,0
P04857,LV,Paid Search,Home,mobile,0.5303,2025-09-04,1
P04858,LT,CRM,Beauty,mobile,0.3955,2025-04-02,0
P04859,LV,Paid Search,Home,mobile,0.2913,2025-10-18,1
P04860,LV,CRM,Electronics,mobile,0.7321,2025-06-12,1
P04861,LT,Organic Search,Sports,desktop,0.4125,2025-05-07,0
P04862,EE,Organic Search,Home,desktop,0.2817,2025-04-18,1
P04863,LT,Paid Social,Pet Care,mobile,0.7427,2025-07-11,0
P04864,EE,Paid Social,Home,mobile,0.5123,2025-02-12,0
P04865,LV,Organic Search,Home,mobile,0.2968,2025-08-19,0
P04866,LV,Paid Search,Home,desktop,0.3142,2025-01-06,0
P04867,LV,Paid Social,Home,desktop,0.3496,2025-02-10,0
P04868,LV,Organic Search,Pet Care,mobile,0.4774,2025-09-14,0
P04869,LV,CRM,Beauty,desktop,0.2256,2025-10-26,1
P04870,LT,Paid Social,Home,desktop,0.5731,2025-04-16,1
P04871,EE,Organic Search,Sports,mobile,0.244,2025-07-18,1
P04872,LV,Affiliate,Electronics,mobile,0.3254,2025-10-14,0
P04873,LV,Paid Social,Home,mobile,0.085,2025-08-23,0
P04874,LV,Organic Search,Sports,mobile,0.653,2025-03-29,0
P04875,LV,Organic Search,Home,desktop,0.7254,2025-06-10,0
P04876,LT,Paid Search,Sports,mobile,0.3435,2025-09-05,0
P04877,EE,Organic Search,Sports,desktop,0.505,2025-06-30,1
P04878,EE,Paid Social,Electronics,mobile,0.3554,2025-09-18,0
P04879,EE,Paid Social,Electronics,mobile,0.7304,2025-09-08,0
P04880,LV,CRM,Home,desktop,0.5617,2025-07-03,1
P04881,LT,Paid Search,Home,mobile,0.5935,2025-08-18,0
P04882,LV,Paid Search,Electronics,mobile,0.212,2025-03-06,0
P04883,EE,Paid Search,Sports,desktop,0.2346,2025-10-05,0
P04884,LT,Paid Social,Home,desktop,0.0599,2025-05-20,0
P04885,LV,Organic Search,Beauty,desktop,0.0661,2025-07-02,0
P04886,LV,Paid Search,Sports,desktop,0.3704,2025-06-18,1
P04887,LV,CRM,Home,desktop,0.7306,2025-02-17,1
P04888,LT,Organic Search,Home,mobile,0.38,2025-07-05,0
P04889,LV,Organic Search,Pet Care,mobile,0.0685,2025-01-20,0
P04890,EE,Paid Search,Beauty,mobile,0.3674,2025-07-05,0
P04891,LV,Paid Social,Beauty,desktop,0.2047,2025-04-04,0
P04892,LT,Paid Search,Home,mobile,0.5335,2025-05-11,0
P04893,EE,Paid Search,Beauty,desktop,0.26,2025-06-06,1
P04894,LV,Paid Search,Home,desktop,0.3452,2025-02-02,0
P04895,EE,Affiliate,Pet Care,desktop,0.4208,2025-01-16,0
P04896,LV,Organic Search,Sports,mobile,0.2943,2025-04-02,0
P04897,LV,Paid Social,Pet Care,desktop,0.5011,2025-07-15,0
P04898,LT,Organic Search,Home,mobile,0.6589,2025-07-17,0
P04899,LT,Paid Search,Pet Care,mobile,0.1034,2025-02-28,0
P04900,LV,Organic Search,Electronics,mobile,0.3307,2025-06-07,0
P04901,LV,Paid Social,Electronics,desktop,0.2888,2025-05-07,0
P04902,LV,CRM,Beauty,mobile,0.2454,2025-08-23,0
P04903,LV,Paid Social,Electronics,mobile,0.618,2025-02-17,1
P04904,LV,Paid Social,Sports,mobile,0.6743,2025-07-27,0
P04905,LT,Paid Search,Pet Care,desktop,0.4238,2025-03-21,1
P04906,LV,Paid Search,Sports,mobile,0.3594,2025-01-28,1
P04907,LT,Paid Social,Electronics,desktop,0.6713,2025-01-11,0
P04908,LV,Organic Search,Pet Care,mobile,0.308,2025-10-24,0
P04909,EE,Paid Search,Sports,mobile,0.7798,2025-10-17,1
P04910,EE,Affiliate,Beauty,mobile,0.4356,2025-02-20,1
P04911,EE,Paid Search,Home,mobile,0.5286,2025-10-16,0
P04912,EE,Paid Search,Home,mobile,0.7073,2025-02-25,0
P04913,LV,Paid Search,Home,desktop,0.7526,2025-09-15,1
P04914,EE,Organic Search,Beauty,desktop,0.3391,2025-06-27,1
P04915,EE,Paid Search,Home,desktop,0.411,2025-07-24,0
P04916,LV,Affiliate,Beauty,desktop,0.3382,2025-07-11,0
P04917,LT,Paid Search,Sports,mobile,0.3942,2025-09-06,0
P04918,LT,Organic Search,Pet Care,desktop,0.2185,2025-09-07,0
P04919,LV,Affiliate,Home,mobile,0.2721,2025-07-04,0
P04920,LV,Paid Social,Beauty,mobile,0.2282,2025-04-07,0
P04921,LT,Affiliate,Beauty,mobile,0.3482,2025-02-23,0
P04922,LT,Paid Social,Beauty,desktop,0.125,2025-03-30,0
P04923,LV,Paid Search,Sports,mobile,0.5118,2025-02-06,0
P04924,LV,Organic Search,Electronics,mobile,0.9121,2025-03-31,0
P04925,LV,Organic Search,Home,desktop,0.1413,2025-02-20,0
P04926,LT,Paid Search,Home,mobile,0.7373,2025-04-03,1
P04927,EE,Paid Social,Sports,mobile,0.337,2025-07-19,0
P04928,LV,Paid Social,Sports,mobile,0.5344,2025-03-01,0
P04929,LV,Paid Search,Home,desktop,0.2176,2025-05-29,1
P04930,LT,Paid Search,Home,mobile,0.5508,2025-01-14,0
P04931,LT,CRM,Pet Care,mobile,0.4302,2025-06-09,0
P04932,LV,CRM,Pet Care,mobile,0.3238,2025-09-16,1
P04933,LT,CRM,Beauty,mobile,0.6448,2025-06-25,1
P04934,EE,Organic Search,Electronics,mobile,0.4505,2025-08-27,0
P04935,EE,Affiliate,Beauty,desktop,0.6043,2025-09-22,0
P04936,LV,Organic Search,Electronics,desktop,0.4886,2025-04-01,0
P04937,LT,Paid Social,Sports,mobile,0.2986,2025-10-11,0
P04938,EE,Affiliate,Home,desktop,0.3614,2025-09-20,0
P04939,EE,Organic Search,Beauty,mobile,0.5719,2025-03-28,0
P04940,LT,Affiliate,Home,mobile,0.1807,2025-02-10,0
P04941,LT,Affiliate,Pet Care,mobile,0.7179,2025-09-22,0
P04942,LV,CRM,Beauty,mobile,0.7679,2025-07-13,1
P04943,LV,Paid Search,Beauty,mobile,0.3688,2025-04-07,0
P04944,LV,Paid Search,Home,mobile,0.4803,2025-07-31,0
P04945,EE,CRM,Home,desktop,0.5239,2025-08-19,0
P04946,LT,Paid Search,Sports,mobile,0.4673,2025-01-29,0
P04947,LV,Paid Social,Sports,desktop,0.6183,2025-10-12,0
P04948,LV,Organic Search,Pet Care,mobile,0.2601,2025-07-18,1
P04949,LT,Paid Search,Home,mobile,0.3887,2025-10-11,0
P04950,LT,Affiliate,Home,mobile,0.5351,2025-08-23,0
P04951,LV,Paid Search,Home,desktop,0.4857,2025-02-21,1
P04952,LV,Organic Search,Electronics,mobile,0.6273,2025-08-09,1
P04953,LV,CRM,Electronics,mobile,0.4116,2025-01-26,0
P04954,EE,CRM,Pet Care,desktop,0.397,2025-06-02,0
P04955,LV,Paid Social,Home,mobile,0.3372,2025-09-01,0
P04956,LV,Paid Social,Home,desktop,0.3055,2025-03-02,0
P04957,LT,Paid Social,Sports,mobile,0.3051,2025-04-26,0
P04958,EE,Paid Search,Home,mobile,0.5226,2025-04-22,0
P04959,LT,Organic Search,Beauty,desktop,0.4292,2025-06-08,0
P04960,LV,Paid Search,Beauty,mobile,0.0298,2025-07-11,0
P04961,LT,Affiliate,Electronics,mobile,0.3979,2025-05-15,0
P04962,LV,Paid Search,Sports,mobile,0.1792,2025-01-02,0
P04963,LT,CRM,Home,desktop,0.5251,2025-04-05,1
