prospect_id,experiment_id,treatment,assignment_date
P04393,free_shipping_threshold,control,2025-04-02
P04394,free_shipping_threshold,treatment,2025-03-26
P04395,free_shipping_threshold,treatment,2025-03-11
P04396,free_shipping_threshold,control,2025-05-13
P04397,free_shipping_threshold,control,2025-07-14
P04398,free_shipping_threshold,control,2025-01-25
P04399,free_shipping_threshold,treatment,2025-04-23
P04400,free_shipping_threshold,treatment,2025-07-19
P04401,free_shipping_threshold,treatment,2025-01-28
P04402,free_shipping_threshold,control,2025-05-04
P04403,free_shipping_threshold,control,2025-08-17
P04404,free_shipping_threshold,control,2025-03-19
P04405,free_shipping_threshold,control,2025-05-19
P04406,free_shipping_threshold,treatment,2025-01-28
P04407,free_shipping_threshold,treatment,2025-10-02
P04408,free_shipping_threshold,control,2025-05-25
P04409,free_shipping_threshold,control,2025-08-18
P04410,free_shipping_threshold,control,2025-10-21
P04411,free_shipping_threshold,treatment,2025-04-03
P04412,free_shipping_threshold,control,2025-07-16
P04413,free_shipping_threshold,control,2025-06-13
P04414,free_shipping_threshold,treatment,2025-09-08
P04415,free_shipping_threshold,treatment,2025-01-15
P04416,free_shipping_threshold,control,2025-04-26
P04417,free_shipping_threshold,treatment,2025-09-06
P04418,free_shipping_threshold,control,2025-09-21
P04419,free_shipping_threshold,control,2025-03-13
P04420,free_shipping_threshold,control,2025-03-25
P04421,free_shipping_threshold,treatment,2025-05-26
P04422,free_shipping_threshold,control,2025-01-09
P04423,free_shipping_threshold,control,2025-06-12
P04424,free_shipping_threshold,control,2025-06-27
P04425,free_shipping_threshold,treatment,2025-01-19
P04426,free_shipping_threshold,control,2025-06-05
P04427,free_shipping_threshold,treatment,2025-10-07
P04428,free_shipping_threshold,treatment,2025-01-28
P04429,free_shipping_threshold,treatment,2025-02-16
P04430,free_shipping_threshold,treatment,2025-07-07
P04431,free_shipping_threshold,treatment,2025-09-19
P04432,free_shipping_threshold,control,2025-02-06
P04433,free_shipping_threshold,control,2025-04-25
P04434,free_shipping_threshold,treatment,2025-03-01
P04435,free_shipping_threshold,control,2025-06-05
P04436,free_shipping_threshold,treatment,2025-10-17
P04437,free_shipping_threshold,treatment,2025-01-05
P04438,free_shipping_threshold,control,2025-07-10
P04439,free_shipping_threshold,treatment,2025-10-27
P04440,free_shipping_threshold,control,2025-06-22
P04441,free_shipping_threshold,control,2025-06-27
P04442,free_shipping_threshold,control,2025-04-19
P04443,free_shipping_threshold,treatment,2025-02-28
P04444,free_shipping_threshold,control,2025-07-29
P04445,free_shipping_threshold,treatment,2025-09-18
P04446,free_shipping_threshold,control,2025-10-10
P04447,free_shipping_threshold,control,2025-04-15
P04448,free_shipping_threshold,control,2025-01-17
P04449,free_shipping_threshold,control,2025-07-21
P04450,free_shipping_threshold,control,2025-04-12
P04451,free_shipping_threshold,treatment,2025-05-31
P04452,free_shipping_threshold,control,2025-08-20
P04453,free_shipping_threshold,treatment,2025-04-21
P04454,free_shipping_threshold,treatment,2025-08-03
P04455,free_shipping_threshold,treatment,2025-01-19
P04456,free_shipping_threshold,treatment,2025-01-21
P04457,free_shipping_threshold,treatment,2025-08-23
P04458,free_shipping_threshold,control,2025-09-02
P04459,free_shipping_threshold,treatment,2025-10-10
P04460,free_shipping_threshold,control,2025-04-01
P04461,free_shipping_threshold,treatment,2025-10-03
P04462,free_shipping_threshold,control,2025-02-08
P04463,free_shipping_threshold,treatment,2025-05-13
P04464,free_shipping_threshold,control,2025-04-02
P04465,free_shipping_threshold,treatment,2025-02-16
P04466,free_shipping_threshold,control,2025-03-06
P04467,free_shipping_threshold,control,2025-09-21
P04468,free_shipping_threshold,control,2025-02-05
P04469,free_shipping_threshold,treatment,2025-02-17
P04470,free_shipping_threshold,control,2025-05-18
P04471,free_shipping_threshold,control,2025-05-16
P04472,free_shipping_threshold,control,2025-05-30
P04473,free_shipping_threshold,control,2025-07-07
P04474,free_shipping_threshold,control,2025-05-08
P04475,free_shipping_threshold,control,2025-09-25
P04476,free_shipping_threshold,treatment,2025-10-06
P04477,free_shipping_threshold,treatment,2025-08-08
P04478,free_shipping_threshold,control,2025-08-01
P04479,free_shipping_threshold,treatment,2025-10-11
P04480,free_shipping_threshold,control,2025-04-07
P04481,free_shipping_threshold,control,2025-09-10
P04482,free_shipping_threshold,control,2025-09-14
P04483,free_shipping_threshold,treatment,2025-05-27
P04484,free_shipping_threshold,control,2025-01-30
P04485,free_shipping_threshold,treatment,2025-01-29
P04486,free_shipping_threshold,treatment,2025-04-16
P04487,free_shipping_threshold,control,2025-08-30
P04488,free_shipping_threshold,treatment,2025-05-08
P04489,free_shipping_threshold,control,2025-09-21
P04490,free_shipping_threshold,control,2025-08-01
P04491,free_shipping_threshold,treatment,2025-02-01
P04492,free_shipping_threshold,treatment,2025-07-19
P04493,free_shipping_threshold,treatment,2025-03-02
P04494,free_shipping_threshold,treatment,2025-07-26
P04495,free_shipping_threshold,treatment,2025-04-29
P04496,free_shipping_threshold,control,2025-05-13
P04497,free_shipping_threshold,treatment,2025-05-14
P04498,free_shipping_threshold,treatment,2025-04-27
P04499,free_shipping_threshold,treatment,2025-03-15
P04500,free_shipping_threshold,treatment,2025-08-11
P04501,free_shipping_threshold,treatment,2025-01-05
P04502,free_shipping_threshold,treatment,2025-06-06
P04503,free_shipping_threshold,treatment,2025-06-01
P04504,free_shipping_threshold,treatment,2025-08-29
P04505,free_shipping_threshold,control,2025-07-17
P04506,free_shipping_threshold,treatment,2025-09-21
P04507,free_shipping_threshold,treatment,2025-09-01
P04508,free_shipping_threshold,control,2025-08-31
P04509,free_shipping_threshold,treatment,2025-05-19
P04510,free_shipping_threshold,treatment,2025-09-01
P04511,free_shipping_threshold,control,2025-06-05
P04512,free_shipping_threshold,treatment,2025-07-15
P04513,free_shipping_threshold,control,2025-08-14
P04514,free_shipping_threshold,control,2025-09-13
P04515,free_shipping_threshold,treatment,2025-08-11
P04516,free_shipping_threshold,treatment,2025-06-11
P04517,free_shipping_threshold,treatment,2025-05-27
P04518,free_shipping_threshold,control,2025-10-21
P04519,free_shipping_threshold,control,2025-03-25
P04520,free_shipping_threshold,treatment,2025-07-23
P04521,free_shipping_threshold,treatment,2025-09-15
P04522,free_shipping_threshold,treatment,2025-09-15
P04523,free_shipping_threshold,treatment,2025-07-23
P04524,free_shipping_threshold,control,2025-08-05
P04525,free_shipping_threshold,control,2025-08-18
P04526,free_shipping_threshold,treatment,2025-10-19
P04527,free_shipping_threshold,treatment,2025-08-23
P04528,free_shipping_threshold,treatment,2025-10-04
P04529,free_shipping_threshold,treatment,2025-04-18
P04530,free_shipping_threshold,control,2025-07-22
P04531,free_shipping_threshold,control,2025-05-22
P04532,free_shipping_threshold,treatment,2025-08-21
P04533,free_shipping_threshold,treatment,2025-06-22
P04534,free_shipping_threshold,control,2025-01-08
P04535,free_shipping_threshold,treatment,2025-08-10
P04536,free_shipping_threshold,control,2025-01-12
P04537,free_shipping_threshold,treatment,2025-06-09
P04538,free_shipping_threshold,control,2025-07-21
P04539,free_shipping_threshold,control,2025-04-22
P04540,free_shipping_threshold,control,2025-06-13
P04541,free_shipping_threshold,control,2025-09-07
P04542,free_shipping_threshold,control,2025-06-20
P04543,free_shipping_threshold,control,2025-10-11
P04544,free_shipping_threshold,treatment,2025-07-08
P04545,free_shipping_threshold,treatment,2025-06-12
P04546,free_shipping_threshold,treatment,2025-05-29
P04547,free_shipping_threshold,control,2025-01-05
P04548,free_shipping_threshold,treatment,2025-05-25
P04549,free_shipping_threshold,control,2025-01-22
P04550,free_shipping_threshold,treatment,2025-05-05
P04551,free_shipping_threshold,treatment,2025-09-26
P04552,free_shipping_threshold,control,2025-06-28
P04553,free_shipping_threshold,treatment,2025-01-01
P04554,free_shipping_threshold,treatment,2025-10-26
P04555,free_shipping_threshold,control,2025-03-07
P04556,free_shipping_threshold,control,2025-07-04
P04557,free_shipping_threshold,treatment,2025-07-05
P04558,free_shipping_threshold,control,2025-08-19
P04559,free_shipping_threshold,control,2025-01-28
P04560,free_shipping_threshold,treatment,2025-10-12
P04561,free_shipping_threshold,treatment,2025-09-22
P04562,free_shipping_threshold,treatment,2025-10-22
P04563,free_shipping_threshold,control,2025-01-16
P04564,free_shipping_threshold,treatment,2025-07-19
P04565,free_shipping_threshold,control,2025-06-26
P04566,free_shipping_threshold,control,2025-02-28
P04567,free_shipping_threshold,control,2025-09-17
P04568,free_shipping_threshold,control,2025-03-18
P04569,free_shipping_threshold,treatment,2025-05-20
P04570,free_shipping_threshold,control,2025-01-19
P04571,free_shipping_threshold,control,2025-04-10
P04572,free_shipping_threshold,control,2025-09-25
P04573,free_shipping_threshold,control,2025-04-29
P04574,free_shipping_threshold,treatment,2025-01-07
P04575,free_shipping_threshold,control,2025-05-12
P04576,free_shipping_threshold,treatment,2025-08-30
P04577,free_shipping_threshold,control,2025-06-21
P04578,free_shipping_threshold,control,2025-05-20
P04579,free_shipping_threshold,control,2025-08-29
P04580,free_shipping_threshold,control,2025-08-17
P04581,free_shipping_threshold,treatment,2025-01-19
P04582,free_shipping_threshold,treatment,2025-05-08
P04583,free_shipping_threshold,control,2025-07-05
P04584,free_shipping_threshold,treatment,2025-10-14
P04585,free_shipping_threshold,treatment,2025-06-03
P04586,free_shipping_threshold,treatment,2025-03-31
P04587,free_shipping_threshold,control,2025-01-09
P04588,free_shipping_threshold,control,2025-07-15
P04589,free_shipping_threshold,treatment,2025-06-24
P04590,free_shipping_threshold,treatment,2025-04-21
P04591,free_shipping_threshold,treatment,2025-02-07
P04592,free_shipping_threshold,treatment,2025-10-26
P04593,free_shipping_threshold,control,2025-02-01
P04594,free_shipping_threshold,treatment,2025-02-18
P04595,free_shipping_threshold,control,2025-09-30
P04596,free_shipping_threshold,control,2025-04-15
P04597,free_shipping_threshold,control,2025-05-26
P04598,free_shipping_threshold,control,2025-04-17
P04599,free_shipping_threshold,treatment,2025-02-14
P04600,free_shipping_threshold,control,2025-10-12
P04601,free_shipping_threshold,treatment,2025-06-10
P04602,free_shipping_threshold,control,2025-03-11
P04603,free_shipping_threshold,treatment,2025-09-24
P04604,free_shipping_threshold,treatment,2025-04-10
P04605,free_shipping_threshold,treatment,2025-05-11
P04606,free_shipping_threshold,treatment,2025-01-25
P04607,free_shipping_threshold,treatment,2025-04-27
P04608,free_shipping_threshold,control,2025-07-04
P04609,free_shipping_threshold,treatment,2025-08-22
P04610,free_shipping_threshold,treatment,2025-06-19
P04611,free_shipping_threshold,control,2025-02-01
P04612,free_shipping_threshold,treatment,2025-10-01
P04613,free_shipping_threshold,treatment,2025-10-07
P04614,free_shipping_threshold,control,2025-08-31
P04615,free_shipping_threshold,treatment,2025-08-01
P04616,free_shipping_threshold,treatment,2025-05-21
P04617,free_shipping_threshold,treatment,2025-10-26
P04618,free_shipping_threshold,treatment,2025-04-20
P04619,free_shipping_threshold,control,2025-04-27
P04620,free_shipping_threshold,control,2025-01-16
P04621,free_shipping_threshold,treatment,2025-07-07
P04622,free_shipping_threshold,treatment,2025-07-25
P04623,free_shipping_threshold,treatment,2025-07-18
P04624,free_shipping_threshold,control,2025-05-21
P04625,free_shipping_threshold,treatment,2025-08-22
P04626,free_shipping_threshold,control,2025-02-03
P04627,free_shipping_threshold,control,2025-02-11
P04628,free_shipping_threshold,treatment,2025-09-08
P04629,free_shipping_threshold,treatment,2025-09-23
P04630,free_shipping_threshold,control,2025-09-13
P04631,free_shipping_threshold,treatment,2025-05-07
P04632,free_shipping_threshold,control,2025-08-07
P04633,free_shipping_threshold,control,2025-08-14
P04634,free_shipping_threshold,control,2025-09-10
P04635,free_shipping_threshold,treatment,2025-05-07
P04636,free_shipping_threshold,treatment,2025-01-07
P04637,free_shipping_threshold,treatment,2025-02-17
P04638,free_shipping_threshold,control,2025-01-28
P04639,free_shipping_threshold,control,2025-05-13
P04640,free_shipping_threshold,treatment,2025-07-27
P04641,free_shipping_threshold,control,2025-03-07
P04642,free_shipping_threshold,control,2025-01-26
P04643,free_shipping_threshold,control,2025-06-06
P04644,free_shipping_threshold,control,2025-01-19
P04645,free_shipping_threshold,control,2025-01-07
P04646,free_shipping_threshold,control,2025-04-02
P04647,free_shipping_threshold,control,2025-02-12
P04648,free_shipping_threshold,treatment,2025-07-29
P04649,free_shipping_threshold,treatment,2025-10-23
P04650,free_shipping_threshold,control,2025-01-18
P04651,free_shipping_threshold,control,2025-01-24
P04652,free_shipping_threshold,treatment,2025-09-25
P04653,free_shipping_threshold,treatment,2025-08-08
P04654,free_shipping_threshold,control,2025-03-10
P04655,free_shipping_threshold,treatment,2025-04-01
P04656,free_shipping_threshold,treatment,2025-08-15
P04657,free_shipping_threshold,control,2025-08-25
P04658,free_shipping_threshold,treatment,2025-09-18
P04659,free_shipping_threshold,control,2025-04-03
P04660,free_shipping_threshold,control,2025-03-08
P04661,free_shipping_threshold,control,2025-09-01
P04662,free_shipping_threshold,control,2025-09-07
P04663,free_shipping_threshold,treatment,2025-06-01
P04664,free_shipping_threshold,control,2025-04-30
P04665,free_shipping_threshold,control,2025-05-22
P04666,free_shipping_threshold,control,2025-02-15
P04667,free_shipping_threshold,treatment,2025-05-16
P04668,free_shipping_threshold,control,2025-04-09
P04669,free_shipping_threshold,control,2025-04-21
P04670,free_shipping_threshold,treatment,2025-01-07
P04671,free_shipping_threshold,control,2025-09-19
P04672,free_shipping_threshold,treatment,2025-09-28
P04673,free_shipping_threshold,treatment,2025-05-07
P04674,free_shipping_threshold,treatment,2025-09-26
P04675,free_shipping_threshold,treatment,2025-06-14
P04676,free_shipping_threshold,control,2025-05-09
P04677,free_shipping_threshold,control,2025-05-31
P04678,free_shipping_threshold,control,2025-01-13
P04679,free_shipping_threshold,control,2025-01-21
P04680,free_shipping_threshold,control,2025-04-26
P04681,free_shipping_threshold,treatment,2025-02-28
P04682,free_shipping_threshold,control,2025-08-19
P04683,free_shipping_threshold,control,2025-08-10
P04684,free_shipping_threshold,treatment,2025-06-10
P04685,free_shipping_threshold,control,2025-07-27
P04686,free_shipping_threshold,control,2025-08-12
P04687,free_shipping_threshold,control,2025-08-23
P04688,free_shipping_threshold,control,2025-04-28
P04689,free_shipping_threshold,treatment,2025-04-23
P04690,free_shipping_threshold,control,2025-10-09
P04691,free_shipping_threshold,control,2025-07-10
P04692,free_shipping_threshold,treatment,2025-02-08
P04693,free_shipping_threshold,control,2025-04-10
P04694,free_shipping_threshold,treatment,2025-03-09
P04695,free_shipping_threshold,treatment,2025-09-15
P04696,free_shipping_threshold,treatment,2025-04-23
P04697,free_shipping_threshold,treatment,2025-07-20
P04698,free_shipping_threshold,control,2025-03-01
P04699,free_shipping_threshold,control,2025-05-18
P04700,free_shipping_threshold,treatment,2025-04-24
P04701,free_shipping_threshold,treatment,2025-05-06
P04702,free_shipping_threshold,treatment,2025-08-20
P04703,free_shipping_threshold,control,2025-03-12
P04704,free_shipping_threshold,treatment,2025-08-12
P04705,free_shipping_threshold,control,2025-02-19
P04706,free_shipping_threshold,treatment,2025-04-10
P04707,free_shipping_threshold,treatment,2025-03-28
P04708,free_shipping_threshold,control,2025-06-10
P04709,free_shipping_threshold,control,2025-07-30
P04710,free_shipping_threshold,treatment,2025-07-15
P04711,free_shipping_threshold,treatment,2025-10-28
P04712,free_shipping_threshold,control,2025-06-27
P04713,free_shipping_threshold,treatment,2025-06-12
P04714,free_shipping_threshold,treatment,2025-09-15
P04715,free_shipping_threshold,treatment,2025-01-29
P04716,free_shipping_threshold,control,2025-07-14
P04717,free_shipping_threshold,control,2025-02-11
P04718,free_shipping_threshold,treatment,2025-04-14
P04719,free_shipping_threshold,treatment,2025-07-24
P04720,free_shipping_threshold,treatment,2025-08-10
P04721,free_shipping_threshold,control,2025-09-09
P04722,free_shipping_threshold,control,2025-08-29
P04723,free_shipping_threshold,control,2025-08-10
P04724,free_shipping_threshold,control,2025-05-30
P04725,free_shipping_threshold,control,2025-02-12
P04726,free_shipping_threshold,control,2025-07-05
P04727,free_shipping_threshold,control,2025-02-28
P04728,free_shipping_threshold,treatment,2025-08-10
P04729,free_shipping_threshold,control,2025-01-02
P04730,free_shipping_threshold,control,2025-01-09
P04731,free_shipping_threshold,treatment,2025-04-15
P04732,free_shipping_threshold,control,2025-08-27
P04733,free_shipping_threshold,control,2025-09-19
P04734,free_shipping_threshold,control,2025-08-02
P04735,free_shipping_threshold,control,2025-09-15
P04736,free_shipping_threshold,control,2025-08-09
P04737,free_shipping_threshold,control,2025-03-24
P04738,free_shipping_threshold,treatment,2025-04-13
P04739,free_shipping_threshold,treatment,2025-03-19
P04740,free_shipping_threshold,control,2025-10-06
P04741,free_shipping_threshold,treatment,2025-02-13
P04742,free_shipping_threshold,treatment,2025-07-10
P04743,free_shipping_threshold,control,2025-02-13
P04744,free_shipping_threshold,treatment,2025-03-30
P04745,free_shipping_threshold,control,2025-03-26
P04746,free_shipping_threshold,treatment,2025-01-08
P04747,free_shipping_threshold,treatment,2025-05-11
P04748,free_shipping_threshold,treatment,2025-09-15
P04749,free_shipping_threshold,control,2025-07-12
P04750,free_shipping_threshold,treatment,2025-07-04
P04751,free_shipping_threshold,control,2025-04-17
P04752,free_shipping_threshold,treatment,2025-05-04
P04753,free_shipping_threshold,treatment,2025-10-03
P04754,free_shipping_threshold,treatment,2025-09-05
P04755,free_shipping_threshold,control,2025-10-22
P04756,free_shipping_threshold,control,2025-04-22
P04757,free_shipping_threshold,treatment,2025-02-28
P04758,free_shipping_threshold,treatment,2025-09-21
P04759,free_shipping_threshold,control,2025-08-18
P04760,free_shipping_threshold,treatment,2025-04-24
P04761,free_shipping_threshold,control,2025-08-01
P04762,free_shipping_threshold,treatment,2025-02-12
P04763,free_shipping_threshold,treatment,2025-10-28
P04764,free_shipping_threshold,treatment,2025-09-21
P04765,free_shipping_threshold,treatment,2025-10-27
P04766,free_shipping_threshold,treatment,2025-03-27
P04767,free_shipping_threshold,control,2025-07-21
P04768,free_shipping_threshold,control,2025-08-17
P04769,free_shipping_threshold,treatment,2025-05-11
P04770,free_shipping_threshold,control,2025-02-18
P04771,free_shipping_threshold,control,2025-02-22
P04772,free_shipping_threshold,control,2025-10-14
P04773,free_shipping_threshold,treatment,2025-06-04
P04774,free_shipping_threshold,treatment,2025-06-12
P04775,free_shipping_threshold,treatment,2025-03-08
P04776,free_shipping_threshold,treatment,2025-06-16
P04777,free_shipping_threshold,treatment,2025-02-28
P04778,free_shipping_threshold,treatment,2025-02-04
P04779,free_shipping_threshold,control,2025-04-07
P04780,free_shipping_threshold,treatment,2025-05-27
P04781,free_shipping_threshold,control,2025-07-09
P04782,free_shipping_threshold,treatment,2025-06-18
P04783,free_shipping_threshold,control,2025-06-01
P04784,free_shipping_threshold,control,2025-07-22
P04785,free_shipping_threshold,treatment,2025-01-31
P04786,free_shipping_threshold,control,2025-02-13
P04787,free_shipping_threshold,control,2025-02-02
P04788,free_shipping_threshold,control,2025-04-16
P04789,free_shipping_threshold,treatment,2025-04-08
P04790,free_shipping_threshold,treatment,2025-08-15
P04791,free_shipping_threshold,treatment,2025-08-19
P04792,free_shipping_threshold,treatment,2025-08-20
P04793,free_shipping_threshold,control,2025-03-15
P04794,free_shipping_threshold,treatment,2025-01-25
P04795,free_shipping_threshold,control,2025-02-01
P04796,free_shipping_threshold,treatment,2025-06-11
P04797,free_shipping_threshold,treatment,2025-02-02
P04798,free_shipping_threshold,control,2025-07-09
P04799,free_shipping_threshold,control,2025-10-24
P04800,free_shipping_threshold,treatment,2025-05-13
P04801,free_shipping_threshold,control,2025-02-25
P04802,free_shipping_threshold,control,2025-08-28
P04803,free_shipping_threshold,control,2025-06-01
P04804,free_shipping_threshold,control,2025-09-10
P04805,free_shipping_threshold,treatment,2025-06-07
P04806,free_shipping_threshold,treatment,2025-02-25
P04807,free_shipping_threshold,treatment,2025-05-30
P04808,free_shipping_threshold,treatment,2025-08-07
P04809,free_shipping_threshold,control,2025-03-17
P04810,free_shipping_threshold,treatment,2025-09-09
P04811,free_shipping_threshold,control,2025-08-06
P04812,free_shipping_threshold,control,2025-03-09
P04813,free_shipping_threshold,treatment,2025-05-08
P04814,free_shipping_threshold,control,2025-06-05
P04815,free_shipping_threshold,control,2025-08-02
P04816,free_shipping_threshold,control,2025-05-09
P04817,free_shipping_threshold,control,2025-09-17
P04818,free_shipping_threshold,treatment,2025-01-05
P04819,free_shipping_threshold,control,2025-07-22
P04820,free_shipping_threshold,control,2025-07-04
P04821,free_shipping_threshold,control,2025-06-25
P04822,free_shipping_threshold,control,2025-06-08
P04823,free_shipping_threshold,control,2025-03-31
P04824,free_shipping_threshold,treatment,2025-07-03
P04825,free_shipping_threshold,control,2025-01-14
P04826,free_shipping_threshold,control,2025-10-21
P04827,free_shipping_threshold,treatment,2025-01-22
P04828,free_shipping_threshold,control,2025-08-13
P04829,free_shipping_threshold,treatment,2025-03-28
P04830,free_shipping_threshold,control,2025-01-19
P04831,free_shipping_threshold,control,2025-07-10
P04832,free_shipping_threshold,control,2025-03-22
P04833,free_shipping_threshold,control,2025-04-17
P04834,free_shipping_threshold,control,2025-09-18
P04835,free_shipping_threshold,control,2025-06-24
P04836,free_shipping_threshold,treatment,2025-07-21
P04837,free_shipping_threshold,control,2025-10-22
P04838,free_shipping_threshold,control,2025-01-15
P04839,free_shipping_threshold,control,2025-08-14
P04840,free_shipping_threshold,control,2025-08-13
P04841,free_shipping_threshold,treatment,2025-07-01
P04842,free_shipping_threshold,control,2025-01-07
P04843,free_shipping_threshold,treatment,2025-05-03
P04844,free_shipping_threshold,control,2025-08-13
P04845,free_shipping_threshold,treatment,2025-07-06
P04846,free_shipping_threshold,control,2025-04-07
P04847,free_shipping_threshold,control,2025-02-18
P04848,free_shipping_threshold,treatment,2025-04-20
P04849,free_shipping_threshold,treatment,2025-07-06
P04850,free_shipping_threshold,control,2025-08-19
P04851,free_shipping_threshold,control,2025-01-03
P04852,free_shipping_threshold,control,2025-08-23
P04853,free_shipping_threshold,treatment,2025-01-21
P04854,free_shipping_threshold,control,2025-07-08
P04855,free_shipping_threshold,treatment,2025-02-21
P04856,free_shipping_threshold,control,2025-06-25
P04857,free_shipping_threshold,control,2025-09-04
P04858,free_shipping_threshold,control,2025-04-02
P04859,free_shipping_threshold,treatment,2025-10-18
P04860,free_shipping_threshold,treatment,2025-06-12
P04861,free_shipping_threshold,treatment,2025-05-07
P04862,free_shipping_threshold,treatment,2025-04-18
P04863,free_shipping_threshold,control,2025-07-11
P04864,free_shipping_threshold,treatment,2025-02-12
P04865,free_shipping_threshold,treatment,2025-08-19
P04866,free_shipping_threshold,control,2025-01-06
P04867,free_shipping_threshold,control,2025-02-10
P04868,free_shipping_threshold,treatment,2025-09-14
P04869,free_shipping_threshold,control,2025-10-26
P04870,free_shipping_threshold,control,2025-04-16
P04871,free_shipping_threshold,treatment,2025-07-18
P04872,free_shipping_threshold,control,2025-10-14
P04873,free_shipping_threshold,control,2025-08-23
P04874,free_shipping_threshold,control,2025-03-29
P04875,free_shipping_threshold,treatment,2025-06-10
P04876,free_shipping_threshold,treatment,2025-09-05
P04877,free_shipping_threshold,control,2025-06-30
P04878,free_shipping_threshold,treatment,2025-09-18
P04879,free_shipping_threshold,control,2025-09-08
P04880,free_shipping_threshold,treatment,2025-07-03
P04881,free_shipping_threshold,control,2025-08-18
P04882,free_shipping_threshold,treatment,2025-03-06
P04883,free_shipping_threshold,treatment,2025-10-05
P04884,free_shipping_threshold,control,2025-05-20
P04885,free_shipping_threshold,treatment,2025-07-02
P04886,free_shipping_threshold,treatment,2025-06-18
P04887,free_shipping_threshold,treatment,2025-02-17
P04888,free_shipping_threshold,control,2025-07-05
P04889,free_shipping_threshold,control,2025-01-20
P04890,free_shipping_threshold,treatment,2025-07-05
P04891,free_shipping_threshold,control,2025-04-04
P04892,free_shipping_threshold,control,2025-05-11
P04893,free_shipping_threshold,treatment,2025-06-06
P04894,free_shipping_threshold,treatment,2025-02-02
P04895,free_shipping_threshold,control,2025-01-16
P04896,free_shipping_threshold,control,2025-04-02
P04897,free_shipping_threshold,control,2025-07-15
P04898,free_shipping_threshold,treatment,2025-07-17
P04899,free_shipping_threshold,treatment,2025-02-28
P04900,free_shipping_threshold,control,2025-06-07
P04901,free_shipping_threshold,control,2025-05-07
P04902,free_shipping_threshold,treatment,2025-08-23
P04903,free_shipping_threshold,treatment,2025-02-17
P04904,free_shipping_threshold,control,2025-07-27
P04905,free_shipping_threshold,control,2025-03-21
P04906,free_shipping_threshold,control,2025-01-28
P04907,free_shipping_threshold,treatment,2025-01-11
P04908,free_shipping_threshold,treatment,2025-10-24
P04909,free_shipping_threshold,treatment,2025-10-17
P04910,free_shipping_threshold,treatment,2025-02-20
P04911,free_shipping_threshold,control,2025-10-16
P04912,free_shipping_threshold,treatment,2025-02-25
P04913,free_shipping_threshold,control,2025-09-15
P04914,free_shipping_threshold,treatment,2025-06-27
P04915,free_shipping_threshold,treatment,2025-07-24
P04916,free_shipping_threshold,treatment,2025-07-11
P04917,free_shipping_threshold,treatment,2025-09-06
P04918,free_shipping_threshold,treatment,2025-09-07
P04919,free_shipping_threshold,treatment,2025-07-04
P04920,free_shipping_threshold,control,2025-04-07
P04921,free_shipping_threshold,control,2025-02-23
P04922,free_shipping_threshold,treatment,2025-03-30
P04923,free_shipping_threshold,control,2025-02-06
P04924,free_shipping_threshold,control,2025-03-31
P04925,free_shipping_threshold,treatment,2025-02-20
P04926,free_shipping_threshold,control,2025-04-03
P04927,free_shipping_threshold,treatment,2025-07-19
P04928,free_shipping_threshold,control,2025-03-01
P04929,free_shipping_threshold,treatment,2025-05-29
P04930,free_shipping_threshold,treatment,2025-01-14
P04931,free_shipping_threshold,treatment,2025-06-09
P04932,free_shipping_threshold,control,2025-09-16
P04933,free_shipping_threshold,control,2025-06-25
P04934,free_shipping_threshold,control,2025-08-27
P04935,free_shipping_threshold,control,2025-09-22
P04936,free_shipping_threshold,treatment,2025-04-01
P04937,free_shipping_threshold,control,2025-10-11
P04938,free_shipping_threshold,control,2025-09-20
P04939,free_shipping_threshold,control,2025-03-28
P04940,free_shipping_threshold,treatment,2025-02-10
P04941,free_shipping_threshold,treatment,2025-09-22
P04942,free_shipping_threshold,control,2025-07-13
P04943,free_shipping_threshold,control,2025-04-07
P04944,free_shipping_threshold,treatment,2025-07-31
P04945,free_shipping_threshold,treatment,2025-08-19
P04946,free_shipping_threshold,treatment,2025-01-29
P04947,free_shipping_threshold,control,2025-10-12
P04948,free_shipping_threshold,treatment,2025-07-18
P04949,free_shipping_threshold,control,2025-10-11
P04950,free_shipping_threshold,control,2025-08-23
P04951,free_shipping_threshold,treatment,2025-02-21
P04952,free_shipping_threshold,control,2025-08-09
P04953,free_shipping_threshold,control,2025-01-26
P04954,free_shipping_threshold,control,2025-06-02
P04955,free_shipping_threshold,control,2025-09-01
P04956,free_shipping_threshold,treatment,2025-03-02
P04957,free_shipping_threshold,treatment,2025-04-26
P04958,free_shipping_threshold,treatment,2025-04-22
P04959,free_shipping_threshold,treatment,2025-06-08
P04960,free_shipping_threshold,control,2025-07-11
P04961,free_shipping_threshold,control,2025-05-15
P04962,free_shipping_threshold,treatment,2025-01-02
P04963,free_shipping_threshold,treatment,2025-04-05
P04964,free_shipping_threshold,treatment,2025-02-24
P04965,free_shipping_threshold,control,2025-07-03
P04966,free_shipping_threshold,treatment,2025-01-28
P04967,free_shipping_threshold,control,2025-08-24
P04968,free_shipping_threshold,control,2025-09-29
P04969,free_shipping_threshold,control,2025-10-16
P04970,free_shipping_threshold,control,2025-03-08
P04971,free_shipping_threshold,treatment,2025-08-22
P04972,free_shipping_threshold,treatment,2025-08-23
P04973,free_shipping_threshold,treatment,2025-01-23
P04974,free_shipping_threshold,treatment,2025-09-27
P04975,free_shipping_threshold,treatment,2025-01-24
